match,market,sel,odds,mp,ip,edge,W,pnl,league,tier
Aberdeen vs St Mirren,O/U,Over,2.11,0.5790559910185965,0.47393364928909953,0.10512234172949697,True,11.099999999999998,Premiership,1
Aberdeen vs St Mirren,1X2,Home,1.93,0.6696201427310746,0.5181347150259068,0.15148542770516782,True,9.299999999999999,Premiership,1
Antwerp vs St Truiden,O/U,Under,2.35,0.5083997107462298,0.425531914893617,0.08286779585261278,False,-10.0,Jupiler Pro League,1
Paderborn vs Darmstadt,1X2,Home,1.87,0.6357141659297525,0.53475935828877,0.10095480764098252,True,8.700000000000001,2. Bundesliga,2
Granada vs Albacete,1X2,Away,4.41,0.4036156029236394,0.22675736961451246,0.17685823330912695,True,34.1,Segunda Division,2
Dunkerque vs Annecy,1X2,Away,2.6,0.47571112312085306,0.3846153846153846,0.09109573850546848,True,16.0,Ligue 2,2
Clermont vs Pau FC,1X2,Away,3.99,0.4170498574649275,0.2506265664160401,0.16642329104888742,False,-10.0,Ligue 2,2
Brescia vs Palermo,1X2,Home,2.88,0.49676264881089127,0.3472222222222222,0.14954042658866906,True,18.799999999999997,Serie B,2
Cadiz vs Zaragoza,1X2,Away,4.34,0.37481285113872786,0.2304147465437788,0.14439810459494906,True,33.4,Segunda Division,2
Mirandes vs Cordoba,1X2,Home,2.99,0.4678926815969613,0.33444816053511706,0.13344452106184423,True,19.900000000000002,Segunda Division,2
Eibar vs Castellon,O/U,Over,2.05,0.5644944435293073,0.48780487804878053,0.0766895654805268,False,-10.0,Segunda Division,2
Eibar vs Castellon,1X2,Home,1.77,0.6701038632587288,0.5649717514124294,0.10513211184629945,True,7.7,Segunda Division,2
La Coruna vs Oviedo,O/U,Over,2.35,0.4869720179603293,0.425531914893617,0.06144010306671227,False,-10.0,Segunda Division,2
Sheffield United vs QPR,1X2,Away,4.39,0.41018209292395413,0.22779043280182235,0.1823916601221318,False,-10.0,Championship,2
Plymouth vs Hull,O/U,Under,2.19,0.5194370752281838,0.4566210045662101,0.06281607066197376,True,11.899999999999999,Championship,2
Portsmouth vs Luton,1X2,Home,3.0,0.6213394760418824,0.3333333333333333,0.28800614270854913,False,-10.0,Championship,2
Derby vs Middlesbrough,1X2,Home,3.45,0.43539792208620676,0.2898550724637681,0.14554284962243863,True,24.5,Championship,2
Salernitana vs Cittadella,1X2,Away,3.83,0.35435076797582266,0.2610966057441253,0.09325416223169736,False,-10.0,Serie B,2
Swansea vs Preston,1X2,Home,1.97,0.5919902154714308,0.5076142131979695,0.08437600227346131,True,9.7,Championship,2
Swindon vs Walsall,O/U,Under,2.26,0.49860184081608194,0.4424778761061947,0.05612396470988723,False,-10.0,League Two,4
Newport County vs Doncaster,1X2,Away,1.81,0.6230500110811475,0.5524861878453039,0.07056382323584365,False,-10.0,League Two,4
Crewe vs Chesterfield,O/U,Under,2.06,0.543844484217116,0.4854368932038835,0.05840759101323245,False,-10.0,League Two,4
Mansfield vs Burton,1X2,Home,1.81,0.6254890517811975,0.5524861878453039,0.07300286393589361,False,-10.0,League One,3
Cambridge vs Crawley Town,1X2,Away,3.28,0.44473590977856087,0.3048780487804878,0.13985786099807307,True,22.799999999999997,League One,3
Blackpool vs Stockport,1X2,Away,3.38,0.38701411235864464,0.2958579881656805,0.09115612419296415,True,23.799999999999997,League One,3
Parma vs Fiorentina,1X2,Home,3.31,0.45080908366542793,0.3021148036253776,0.1486942800400503,False,-10.0,Serie A,1
Osasuna vs Leganes,1X2,Away,4.48,0.3562020269970535,0.2232142857142857,0.1329877412827678,False,-10.0,La Liga,1
Bradford vs Salford,1X2,Away,4.41,0.28000557341115273,0.22675736961451246,0.053248203796640275,False,-10.0,League Two,4
Santander vs Almeria,O/U,Over,2.15,0.5434964431969753,0.46511627906976744,0.07838016412720789,True,11.5,Segunda Division,2
Santander vs Almeria,1X2,Home,2.63,0.5216148975126901,0.3802281368821293,0.14138676063056077,False,-10.0,Segunda Division,2
Catanzaro vs Sassuolo,1X2,Home,3.46,0.45743693540977926,0.28901734104046245,0.1684195943693168,False,-10.0,Serie B,2
Bolton vs Wrexham,1X2,Away,3.79,0.33210374823840527,0.2638522427440633,0.06825150549434195,False,-10.0,League One,3
Auxerre vs Nice,O/U,Over,2.19,0.562683895492545,0.4566210045662101,0.10606289092633497,True,11.899999999999999,Ligue 1,1
Auxerre vs Nice,1X2,Home,3.14,0.6387320597387232,0.3184713375796178,0.32026072215910534,True,21.400000000000002,Ligue 1,1
Oud-Heverlee Leuven vs Cercle Brugge,1X2,Home,2.81,0.4803477031620992,0.35587188612099646,0.12447581704110272,False,-10.0,Jupiler Pro League,1
Kortrijk vs Standard,1X2,Home,2.71,0.4901126633333439,0.36900369003690037,0.12110897329644355,True,17.1,Jupiler Pro League,1
Gaziantep vs Samsunspor,1X2,Home,2.62,0.5197978186867276,0.38167938931297707,0.13811842937375052,False,-10.0,Super Lig,1
Metz vs Bastia,1X2,Away,4.01,0.350444297795656,0.24937655860349128,0.10106773919216472,False,-10.0,Ligue 2,2
Valladolid vs Espanol,1X2,Home,2.36,0.5500708437792265,0.42372881355932207,0.12634203021990448,True,13.599999999999998,La Liga,1
Panetolikos vs Lamia,1X2,Home,2.1,0.637022851009067,0.47619047619047616,0.1608323748185908,False,-10.0,Super League,1
Notts County vs Grimsby,O/U,Under,2.16,0.508269890547532,0.4629629629629629,0.04530692758456911,False,-10.0,League Two,4
Notts County vs Grimsby,1X2,Away,3.76,0.3465980797299052,0.26595744680851063,0.08064063292139456,False,-10.0,League Two,4
Santander vs Eibar,1X2,Away,3.21,0.391801554567559,0.3115264797507788,0.0802750748167802,False,-10.0,Segunda Division,2
Rodez vs Metz,1X2,Home,2.75,0.5460328284687566,0.36363636363636365,0.1823964648323929,False,-10.0,Ligue 2,2
Alanyaspor vs Goztep,O/U,Over,2.04,0.5703404115301591,0.49019607843137253,0.0801443330987866,False,-10.0,Super Lig,1
Alanyaspor vs Goztep,1X2,Home,1.96,0.6047007691086433,0.5102040816326531,0.09449668747599027,False,-10.0,Super Lig,1
Troyes vs Clermont,1X2,Home,3.4,0.4636038769652417,0.29411764705882354,0.16948622990641815,False,-10.0,Ligue 2,2
Bastia vs Amiens,O/U,Over,2.63,0.45833737692524035,0.3802281368821293,0.07810924004311104,False,-10.0,Ligue 2,2
Newport County vs Accrington,1X2,Away,2.83,0.4103734631882522,0.35335689045936397,0.057016572728888215,False,-10.0,League Two,4
Colchester vs Harrogate,1X2,Away,3.8,0.3358684953169852,0.2631578947368421,0.07271060058014311,True,28.0,League Two,4
Stockport vs Bristol Rvs,1X2,Home,1.72,0.7053108247906261,0.5813953488372093,0.12391547595341679,True,7.199999999999999,League One,3
Exeter vs Peterboro,1X2,Home,3.17,0.4195319895773155,0.31545741324921134,0.10407457632810418,False,-10.0,League One,3
Wycombe vs Rotherham,1X2,Home,2.43,0.5292298058938802,0.4115226337448559,0.11770717214902432,True,14.3,League One,3
Mainz vs Union Berlin,O/U,Over,2.23,0.5739644469442162,0.4484304932735426,0.1255339536706736,False,-10.0,Bundesliga,1
Ferrol vs Granada,1X2,Home,3.03,0.4947779219617257,0.33003300330033003,0.16474491866139568,False,-10.0,Segunda Division,2
Freiburg vs Stuttgart,1X2,Away,2.06,0.6182589854904844,0.4854368932038835,0.1328220922866009,False,-10.0,Bundesliga,1
Watford vs Derby,1X2,Away,4.03,0.3332402990290715,0.24813895781637715,0.08510134121269433,False,-10.0,Championship,2
Sunderland vs Burnley,1X2,Home,2.99,0.5550046143707048,0.33444816053511706,0.22055645383558775,True,19.900000000000002,Championship,2
Norwich vs Sheffield United,1X2,Home,2.74,0.5488592116238225,0.36496350364963503,0.18389570797418742,False,-10.0,Championship,2
Blackburn vs Oxford,1X2,Away,4.29,0.4838374525836714,0.2331002331002331,0.2507372194834383,False,-10.0,Championship,2
Bristol City vs Coventry,1X2,Home,2.47,0.5651254385816362,0.4048582995951417,0.16026713898649453,False,-10.0,Championship,2
Barcelona vs Ath Bilbao,1X2,Home,1.64,0.7380631129681605,0.6097560975609756,0.12830701540718492,True,6.399999999999999,La Liga,1
Stoke vs West Brom,1X2,Home,2.55,0.5086063692455739,0.3921568627450981,0.11644950650047581,False,-10.0,Championship,2
Wigan vs Crawley Town,1X2,Away,4.07,0.3483032235663458,0.24570024570024568,0.10260297786610012,False,-10.0,League One,3
Tenerife vs Almeria,O/U,Over,2.49,0.4750379943600703,0.4016064257028112,0.07343156865725914,False,-10.0,Segunda Division,2
Aston Villa vs Arsenal,1X2,Away,1.78,0.7409326415468391,0.5617977528089888,0.17913488873785033,True,7.800000000000001,Premier League,1
Tottenham vs Everton,O/U,Under,2.55,0.47889187908071196,0.3921568627450981,0.08673501633561387,False,-10.0,Premier League,1
Sudtirol vs Salernitana,1X2,Home,2.6,0.5579494196263834,0.3846153846153846,0.17333403501099887,True,16.0,Serie B,2
Brescia vs Cittadella,1X2,Home,2.56,0.5350506210475443,0.390625,0.1444256210475443,False,-10.0,Serie B,2
Pisa vs Palermo,1X2,Home,2.43,0.5621880132356925,0.4115226337448559,0.15066537949083653,True,14.3,Serie B,2
Sassuolo vs Cesena,1X2,Away,3.98,0.37561555672676816,0.25125628140703515,0.12435927531973301,False,-10.0,Serie B,2
Crystal Palace vs West Ham,1X2,Home,2.17,0.706380334695172,0.4608294930875576,0.24555084160761442,False,-10.0,Premier League,1
Fulham vs Leicester,1X2,Away,4.38,0.4247901603855562,0.22831050228310504,0.1964796581024512,False,-10.0,Premier League,1
Kasimpasa vs Ad. Demirspor,O/U,Under,2.4,0.5352816442622084,0.4166666666666667,0.11861497759554168,False,-10.0,Super Lig,1
Nantes vs Auxerre,1X2,Away,3.19,0.5552642089936912,0.31347962382445144,0.24178458516923979,False,-10.0,Ligue 1,1
St Pauli vs Heidenheim,1X2,Home,2.12,0.6049764888784664,0.4716981132075471,0.13327837567091932,False,-10.0,Bundesliga,1
Magdeburg vs Schalke 04,O/U,Under,2.37,0.49400108806513854,0.42194092827004215,0.07206015979509639,False,-10.0,2. Bundesliga,2
Castellon vs Oviedo,1X2,Away,3.54,0.3829638770557609,0.2824858757062147,0.10047800134954621,False,-10.0,Segunda Division,2
Aberdeen vs Kilmarnock,1X2,Home,1.74,0.7004070123284586,0.5747126436781609,0.1256943686502977,True,7.4,Premiership,1
Cagliari vs Como,1X2,Away,3.52,0.46834851470679256,0.2840909090909091,0.18425760561588345,False,-10.0,Serie A,1
Cordoba vs Burgos,O/U,Over,2.36,0.4997984437878411,0.42372881355932207,0.07606963022851904,True,13.599999999999998,Segunda Division,2
Bari vs Sassuolo,1X2,Home,2.71,0.4774738877284652,0.36900369003690037,0.10847019769156485,False,-10.0,Serie B,2
Union Berlin vs St Pauli,1X2,Away,4.15,0.3888829159108488,0.24096385542168672,0.14791906048916206,False,-10.0,Bundesliga,1
Luton vs QPR,1X2,Away,3.73,0.41163105517649357,0.2680965147453083,0.14353454043118524,True,27.3,Championship,2
Fortuna Dusseldorf vs Hannover,1X2,Home,2.3,0.5412983548562924,0.4347826086956522,0.10651574616064019,True,12.999999999999998,2. Bundesliga,2
Sampdoria vs Bari,1X2,Away,4.23,0.35168244459107256,0.23640661938534277,0.11527582520572979,False,-10.0,Serie B,2
Sassuolo vs Cremonese,1X2,Away,3.26,0.38718609587778585,0.3067484662576687,0.08043762962011713,True,22.599999999999998,Serie B,2
Holstein Kiel vs Wolfsburg,1X2,Home,3.2,0.5392876751685054,0.3125,0.2267876751685054,False,-10.0,Bundesliga,1
Bochum vs M'gladbach,1X2,Home,2.62,0.5165612975821644,0.38167938931297707,0.13488190826918733,False,-10.0,Bundesliga,1
Nurnberg vs Magdeburg,O/U,Under,2.32,0.5014404567997853,0.4310344827586207,0.07040597404116461,False,-10.0,2. Bundesliga,2
Elversberg vs Darmstadt,O/U,Under,2.41,0.4985381818848573,0.41493775933609955,0.08360042254875777,False,-10.0,2. Bundesliga,2
Birmingham vs Wigan,O/U,Under,2.2,0.5665169452483511,0.45454545454545453,0.11197149070289653,False,-10.0,League One,3
Coventry vs Norwich,O/U,Under,2.14,0.5284067276937993,0.4672897196261682,0.06111700806763104,True,11.400000000000002,Championship,2
Leeds vs Hull,O/U,Under,2.32,0.492710333268081,0.4310344827586207,0.061675850509460284,True,13.2,Championship,2
Ipswich vs Fulham,1X2,Home,3.1,0.50995293470054,0.3225806451612903,0.18737228953924973,False,-10.0,Premier League,1
Nott'm Forest vs Wolves,1X2,Home,2.03,0.6396829783485904,0.4926108374384237,0.14707214091016674,False,-10.0,Premier League,1
Burnley vs Blackburn,1X2,Away,3.81,0.3792143246950106,0.26246719160104987,0.11674713309396073,False,-10.0,Championship,2
Goztep vs Bodrumspor,1X2,Away,3.72,0.3921766031778017,0.26881720430107525,0.12335939887672642,False,-10.0,Super Lig,1
Portsmouth vs Sunderland,1X2,Home,3.48,0.39473893751910827,0.28735632183908044,0.10738261568002783,False,-10.0,Championship,2
Accrington vs Colchester,1X2,Home,2.58,0.45671987308746714,0.38759689922480617,0.06912297386266097,False,-10.0,League Two,4
Port Vale vs Doncaster,1X2,Away,2.62,0.5162861670581969,0.38167938931297707,0.13460677774521979,True,16.200000000000003,League Two,4
Oxford vs Preston,O/U,Over,1.99,0.577042028842512,0.5025125628140703,0.07452946602844168,True,9.9,Championship,2
Oxford vs Preston,1X2,Home,2.44,0.7041678670743645,0.4098360655737705,0.294331801500594,True,14.399999999999999,Championship,2
Harrogate vs Barrow,1X2,Home,3.28,0.4187194556588979,0.3048780487804878,0.1138414068784101,False,-10.0,League Two,4
Swindon vs Notts County,O/U,Under,2.46,0.5008018491799602,0.4065040650406504,0.09429778413930978,False,-10.0,League Two,4
Crawley Town vs Barnsley,1X2,Home,2.98,0.5698753200339264,0.33557046979865773,0.23430485023526865,False,-10.0,League One,3
Plymouth vs Stoke,O/U,Under,2.16,0.5240641024187309,0.4629629629629629,0.061101139455768005,True,11.600000000000001,Championship,2
Fiorentina vs Monza,O/U,Over,2.0,0.5964155409553846,0.5,0.09641554095538463,True,10.0,Serie A,1
Fiorentina vs Monza,1X2,Home,1.69,0.7620602829677012,0.591715976331361,0.17034430663634026,False,-10.0,Serie A,1
Burgos vs Castellon,1X2,Home,2.47,0.5051163230628135,0.4048582995951417,0.10025802346767182,False,-10.0,Segunda Division,2
Udinese vs Como,1X2,Away,3.77,0.49990613923488586,0.26525198938992045,0.2346541498449654,False,-10.0,Serie A,1
Spezia vs Cesena,1X2,Home,2.41,0.49808293767821304,0.41493775933609955,0.08314517834211349,True,14.100000000000001,Serie B,2
Mirandes vs Zaragoza,O/U,Over,2.54,0.4604904832805884,0.39370078740157477,0.06678969587901362,False,-10.0,Segunda Division,2
Le Havre vs Auxerre,1X2,Away,2.63,0.5540764704834296,0.3802281368821293,0.17384833360130025,False,-10.0,Ligue 1,1
Heidenheim vs Augsburg,1X2,Home,2.4,0.5403350793357433,0.4166666666666667,0.12366841266907663,True,14.0,Bundesliga,1
Sheffield United vs Watford,1X2,Away,4.3,0.3789323940883136,0.23255813953488372,0.14637425455342987,False,-10.0,Championship,2
Chesterfield vs Grimsby,O/U,Under,2.09,0.5450540578966612,0.47846889952153115,0.06658515837513002,False,-10.0,League Two,4
Newport County vs Port Vale,O/U,Under,1.94,0.5646934801858947,0.5154639175257733,0.04922956266012146,False,-10.0,League Two,4
Newport County vs Port Vale,1X2,Home,3.25,0.3764666174469447,0.3076923076923077,0.068774309754637,False,-10.0,League Two,4
Notts County vs Accrington,O/U,Under,2.62,0.4688824139234542,0.38167938931297707,0.08720302461047713,True,16.200000000000003,League Two,4
Granada vs La Coruna,1X2,Away,3.39,0.4075712855779651,0.2949852507374631,0.112586034840502,False,-10.0,Segunda Division,2
Sp Gijon vs Oviedo,O/U,Over,2.56,0.45845270929286364,0.390625,0.06782770929286364,True,15.600000000000001,Segunda Division,2
Doncaster vs Gillingham,1X2,Home,1.82,0.6363566575480453,0.5494505494505494,0.08690610809749588,True,8.200000000000001,League Two,4
Zaragoza vs Elche,O/U,Over,2.56,0.4819733179904051,0.390625,0.0913483179904051,True,15.600000000000001,Segunda Division,2
Albacete vs Eibar,O/U,Over,2.08,0.5484439296957648,0.4807692307692307,0.0676746989265341,False,-10.0,Segunda Division,2
Albacete vs Eibar,1X2,Away,3.18,0.42466424819132853,0.31446540880503143,0.1101988393862971,True,21.8,Segunda Division,2
Hull vs Sheffield United,1X2,Home,3.36,0.5102484342032945,0.2976190476190476,0.21262938658424685,False,-10.0,Championship,2
Dender vs Standard,1X2,Home,2.06,0.6054557127875271,0.4854368932038835,0.12001881958364358,False,-10.0,Jupiler Pro League,1
Preußen Münster vs Paderborn,O/U,Under,2.42,0.4766409608410467,0.4132231404958678,0.0634178203451789,False,-10.0,2. Bundesliga,2
Bolton vs Huddersfield,1X2,Home,2.12,0.5747351057220701,0.4716981132075471,0.10303699251452297,False,-10.0,League One,3
Millwall vs Luton,1X2,Home,2.64,0.5828470400779017,0.3787878787878788,0.20405916129002288,False,-10.0,Championship,2
Rotherham vs Burton,O/U,Under,2.07,0.5441533888629039,0.48309178743961356,0.06106160142329031,False,-10.0,League One,3
Oxford vs Stoke,1X2,Home,3.14,0.5372963482257987,0.3184713375796178,0.21882501064618093,True,21.400000000000002,Championship,2
Stevenage vs Barnsley,1X2,Home,2.95,0.4373010053134118,0.3389830508474576,0.0983179544659542,True,19.5,League One,3
Cercle Brugge vs Genk,O/U,Under,2.49,0.4853188461220872,0.4016064257028112,0.08371242041927601,False,-10.0,Jupiler Pro League,1
Northampton vs Wycombe,1X2,Home,3.23,0.40676530201751326,0.30959752321981426,0.097167778797699,False,-10.0,League One,3
Fulham vs West Ham,1X2,Home,2.42,0.5362295454691439,0.4132231404958678,0.12300640497327614,False,-10.0,Premier League,1
Brighton vs Ipswich,O/U,Under,2.46,0.5065685578358641,0.4065040650406504,0.10006449279521368,True,14.6,Premier League,1
Como vs Bologna,1X2,Home,3.01,0.5435034644119904,0.33222591362126247,0.2112775507907279,False,-10.0,Serie A,1
Paris FC vs Metz,1X2,Home,2.26,0.5942977498081072,0.4424778761061947,0.15181987370191252,False,-10.0,Ligue 2,2
Juve Stabia vs Palermo,1X2,Home,3.01,0.4626450004589751,0.33222591362126247,0.13041908683771264,False,-10.0,Serie B,2
Eibar vs Tenerife,O/U,Over,2.18,0.5266403023138251,0.4587155963302752,0.06792470598354988,False,-10.0,Segunda Division,2
Derby vs Cardiff,1X2,Home,2.35,0.5387970870679606,0.425531914893617,0.11326517217434356,True,13.5,Championship,2
Auxerre vs Monaco,O/U,Under,2.62,0.4832524612473631,0.38167938931297707,0.10157307193438603,False,-10.0,Ligue 1,1
Bromley vs Notts County,O/U,Under,2.17,0.5049118047601655,0.4608294930875576,0.0440823116726079,False,-10.0,League Two,4
Plymouth vs Sunderland,O/U,Under,2.1,0.5801365079366267,0.47619047619047616,0.10394603174615058,False,-10.0,Championship,2
Gillingham vs Tranmere,1X2,Away,3.95,0.33454988755747395,0.2531645569620253,0.08138533059544867,False,-10.0,League Two,4
Watford vs Coventry,1X2,Home,2.6,0.5037464531245448,0.3846153846153846,0.11913106850916022,False,-10.0,Championship,2
Swansea vs Norwich,O/U,Under,1.94,0.5768634908781389,0.5154639175257733,0.06139957335236568,True,9.399999999999999,Championship,2
Cosenza vs Sampdoria,1X2,Home,2.69,0.5453869941199408,0.3717472118959108,0.17363978222403004,True,16.9,Serie B,2
Carrarese vs Sassuolo,1X2,Home,3.32,0.404441467400271,0.30120481927710846,0.10323664812316252,False,-10.0,Serie B,2
Charleroi vs Beerschot VA,1X2,Home,1.6,0.7394800767604794,0.625,0.11448007676047944,True,6.000000000000001,Jupiler Pro League,1
OFI Crete vs Aris,1X2,Home,2.98,0.5184496245022083,0.33557046979865773,0.1828791547035506,True,19.8,Super League,1
Greuther Furth vs Elversberg,1X2,Home,1.89,0.6206597092439649,0.5291005291005292,0.09155918014343567,False,-10.0,2. Bundesliga,2
Birmingham vs Wrexham,1X2,Away,3.99,0.45417930405482093,0.2506265664160401,0.20355273763878085,False,-10.0,League One,3
Vallecano vs Osasuna,O/U,Over,2.57,0.4983515253652642,0.38910505836575876,0.10924646699950546,True,15.7,La Liga,1
Mallorca vs Sociedad,1X2,Home,2.88,0.48332319922024974,0.3472222222222222,0.13610097699802753,True,18.799999999999997,La Liga,1
Ajax vs For Sittard,O/U,Under,2.51,0.490261086897972,0.39840637450199207,0.09185471239597992,False,-10.0,Eredivisie,1
Verona vs Torino,1X2,Home,2.8,0.5220165826561708,0.35714285714285715,0.16487372551331364,False,-10.0,Serie A,1
Amiens vs Clermont,1X2,Home,2.59,0.5532615299835311,0.3861003861003861,0.16716114388314496,True,15.899999999999999,Ligue 2,2
Augsburg vs Mainz,1X2,Away,2.9,0.4877437911363305,0.3448275862068966,0.1429162049294339,True,19.0,Bundesliga,1
Schalke 04 vs Darmstadt,1X2,Home,1.93,0.5697858276488641,0.5181347150259068,0.051651112622957296,False,-10.0,2. Bundesliga,2
Granada vs Malaga,1X2,Away,4.41,0.31864354518346294,0.22675736961451246,0.09188617556895048,False,-10.0,Segunda Division,2
Martigues vs Grenoble,O/U,Over,2.66,0.4631752460276115,0.37593984962406013,0.08723539640355138,True,16.6,Ligue 2,2
Milton Keynes Dons vs Doncaster,1X2,Away,2.81,0.4434465935454541,0.35587188612099646,0.08757470742445767,False,-10.0,League Two,4
Swindon vs Carlisle,O/U,Under,1.97,0.5593253004183207,0.5076142131979695,0.051711087220351226,True,9.7,League Two,4
Crewe vs Harrogate,1X2,Away,4.12,0.32117361065452377,0.24271844660194175,0.07845516405258202,False,-10.0,League Two,4
Peterboro vs Bristol Rvs,O/U,Under,2.36,0.51154505471833,0.42372881355932207,0.08781624115900794,False,-10.0,League One,3
Huddersfield vs Northampton,O/U,Under,2.01,0.5538584233178916,0.49751243781094534,0.05634598550694625,False,-10.0,League One,3
Heidenheim vs Freiburg,1X2,Home,2.72,0.5013221469060511,0.3676470588235294,0.13367508808252176,False,-10.0,Bundesliga,1
Cosenza vs Sassuolo,1X2,Home,2.74,0.5445073498172078,0.36496350364963503,0.1795438461675728,False,-10.0,Serie B,2
Chesterfield vs Cheltenham,O/U,Under,2.2,0.5166680772203505,0.45454545454545453,0.06212262267489593,True,12.000000000000002,League Two,4
Accrington vs Port Vale,1X2,Home,3.37,0.3673836343873137,0.29673590504451036,0.07064772934280333,False,-10.0,League Two,4
Reggiana vs Salernitana,O/U,Over,2.2,0.5301971169579407,0.45454545454545453,0.07565166241248616,False,-10.0,Serie B,2
Sampdoria vs Sudtirol,1X2,Away,4.16,0.38852830509725933,0.24038461538461536,0.14814368971264397,False,-10.0,Serie B,2
Zaragoza vs Levante,O/U,Over,2.22,0.5109255875418268,0.4504504504504504,0.06047513709137642,True,12.200000000000003,Segunda Division,2
Volos NFC vs PAOK,O/U,Under,2.29,0.5358581322613889,0.4366812227074236,0.0991769095539653,False,-10.0,Super League,1
Nurnberg vs Hertha,O/U,Under,2.41,0.4760558172400118,0.41493775933609955,0.061118057903912226,True,14.100000000000001,2. Bundesliga,2
West Brom vs Plymouth,O/U,Under,2.42,0.5048565921817416,0.4132231404958678,0.09163345168587383,True,14.2,Championship,2
Luton vs Sheffield Weds,1X2,Away,3.96,0.3915585945924467,0.25252525252525254,0.13903334206719414,False,-10.0,Championship,2
Anderlecht vs Charleroi,1X2,Away,3.62,0.4639350502069234,0.27624309392265195,0.18769195628427143,False,-10.0,Jupiler Pro League,1
Fortuna Dusseldorf vs FC Koln,1X2,Home,2.99,0.4522240376282315,0.33444816053511706,0.11777587709311443,False,-10.0,2. Bundesliga,2
Leicester vs Everton,1X2,Home,2.52,0.5310841543139468,0.3968253968253968,0.13425875748855004,False,-10.0,Premier League,1
Crystal Palace vs Man United,1X2,Home,2.85,0.5531230533899156,0.3508771929824561,0.2022458604074595,False,-10.0,Premier League,1
Almeria vs Eibar,1X2,Away,3.82,0.3973980484601693,0.2617801047120419,0.1356179437481274,False,-10.0,Segunda Division,2
Spezia vs Carrarese,1X2,Home,1.72,0.6459495128977851,0.5813953488372093,0.06455416406057579,True,7.199999999999999,Serie B,2
Castellon vs Santander,1X2,Away,3.86,0.3442467867219746,0.2590673575129534,0.08517942920902122,True,28.599999999999998,Segunda Division,2
Man City vs Arsenal,O/U,Over,2.02,0.6002783992175618,0.49504950495049505,0.10522889426706672,True,10.2,Premier League,1
Heerenveen vs Groningen,1X2,Home,2.51,0.5342172451472772,0.39840637450199207,0.13581087064528513,True,15.099999999999998,Eredivisie,1
Almere City vs Twente,O/U,Over,1.66,0.682713790903728,0.6024096385542169,0.08030415234951105,True,6.6,Eredivisie,1
Gaziantep vs Trabzonspor,1X2,Home,3.27,0.46052101417035274,0.3058103975535168,0.15471061661683594,False,-10.0,Super Lig,1
Ajaccio vs Grenoble,O/U,Over,2.57,0.45282845554867013,0.38910505836575876,0.06372339718291137,False,-10.0,Ligue 2,2
