match,market,sel,odds,mp,ip,edge,W,pnl,league,tier
Tenerife vs Oviedo,O/U,Over,2.65,0.45098590458247356,0.37735849056603776,0.0736274140164358,False,-10.0,Segunda Division,2
Tenerife vs Oviedo,1X2,Home,2.1,0.573639961262541,0.47619047619047616,0.09744948507206486,True,11.0,Segunda Division,2
Colchester vs AFC Wimbledon,1X2,Home,2.28,0.4904694658191063,0.4385964912280702,0.05187297459103607,False,-10.0,League Two,4
Morecambe vs Notts County,O/U,Under,2.11,0.5198395759582117,0.47393364928909953,0.045905926669112196,True,11.099999999999998,League Two,4
Charlton vs Bristol Rvs,1X2,Home,2.23,0.5194598217536465,0.4484304932735426,0.07102932848010385,False,-10.0,League One,3
Blackpool vs Port Vale,1X2,Away,4.37,0.29623412045168984,0.22883295194508008,0.06740116850660977,False,-10.0,League One,3
Cambridge vs Stevenage,O/U,Under,1.78,0.715567910691318,0.5617977528089888,0.15377015788232917,False,-10.0,League One,3
Carlisle vs Wigan,1X2,Home,2.71,0.43168180349101165,0.36900369003690037,0.06267811345411128,False,-10.0,League One,3
Wycombe vs Leyton Orient,1X2,Away,3.44,0.3718047594924243,0.29069767441860467,0.08110708507381964,False,-10.0,League One,3
Reading vs Cheltenham,1X2,Away,4.4,0.3716031033929009,0.22727272727272727,0.14433037612017366,False,-10.0,League One,3
Istanbulspor vs Kayserispor,1X2,Home,2.56,0.5230013096025214,0.390625,0.13237630960252145,False,-10.0,Super Lig,1
Volos NFC vs Lamia,1X2,Away,3.03,0.4683199516065415,0.33003300330033003,0.13828694830621147,False,-10.0,Super League,1
Nott'm Forest vs Sheffield United,1X2,Away,4.25,0.46612090316122756,0.23529411764705882,0.23082678551416874,False,-10.0,Premier League,1
Zaragoza vs Valladolid,O/U,Over,2.42,0.5105117129436043,0.4132231404958678,0.09728857244773653,False,-10.0,Segunda Division,2
Zaragoza vs Valladolid,1X2,Home,2.34,0.5806059039306302,0.4273504273504274,0.15325547658020278,True,13.399999999999999,Segunda Division,2
Heracles vs Nijmegen,O/U,Under,2.3,0.5169353503572477,0.4347826086956522,0.08215274166159547,False,-10.0,Eredivisie,1
Mallorca vs Villarreal,O/U,Over,2.38,0.5732250003594292,0.42016806722689076,0.1530569331325385,False,-10.0,La Liga,1
Mallorca vs Villarreal,1X2,Away,2.63,0.5354433140878192,0.3802281368821293,0.1552151772056899,True,16.299999999999997,La Liga,1
Espanol vs Santander,O/U,Over,2.26,0.5239923159823143,0.4424778761061947,0.08151443987611962,False,-10.0,Segunda Division,2
Leverkusen vs RB Leipzig,O/U,Under,2.2,0.5367710719924061,0.45454545454545453,0.08222561744695162,False,-10.0,Bundesliga,1
Reading vs Stevenage,1X2,Away,2.79,0.48240285699240476,0.35842293906810035,0.1239799179243044,False,-10.0,League One,3
Frosinone vs Napoli,O/U,Under,2.2,0.5561912883242119,0.45454545454545453,0.10164583377875741,False,-10.0,Serie A,1
Genoa vs Fiorentina,1X2,Home,3.41,0.4610498406689738,0.29325513196480935,0.16779470870416446,False,-10.0,Serie A,1
Grenoble vs Troyes,1X2,Home,2.38,0.5727206348119072,0.42016806722689076,0.1525525675850164,False,-10.0,Ligue 2,2
Amiens vs Bastia,1X2,Away,2.83,0.45308119514526124,0.35335689045936397,0.09972430468589727,False,-10.0,Ligue 2,2
Sutton vs AFC Wimbledon,1X2,Away,3.04,0.40470055739399435,0.32894736842105265,0.0757531889729417,True,20.4,League Two,4
Forest Green vs Newport County,1X2,Away,2.76,0.49337035917034633,0.3623188405797102,0.13105151859063613,True,17.599999999999998,League Two,4
Doncaster vs Notts County,O/U,Under,2.11,0.5462384453856505,0.47393364928909953,0.07230479609655094,False,-10.0,League Two,4
Crewe vs Walsall,1X2,Home,2.66,0.4793553665230065,0.37593984962406013,0.10341551689894635,False,-10.0,League Two,4
Colchester vs Milton Keynes Dons,1X2,Home,2.74,0.47254929473437024,0.36496350364963503,0.1075857910847352,False,-10.0,League Two,4
QPR vs Ipswich,1X2,Away,1.89,0.6744300492380613,0.5291005291005292,0.1453295201375321,True,8.899999999999999,Championship,2
Sheffield Weds vs Preston,1X2,Home,2.54,0.4875818307968187,0.39370078740157477,0.09388104339524395,False,-10.0,Championship,2
Swansea vs Coventry,1X2,Home,2.39,0.532955804182554,0.41841004184100417,0.11454576234154978,False,-10.0,Championship,2
Ternana vs Sampdoria,1X2,Home,3.22,0.5633340804896643,0.3105590062111801,0.25277507427848417,False,-10.0,Serie B,2
Hamburg vs Hertha,1X2,Home,1.88,0.6749186257689614,0.5319148936170213,0.14300373215194018,True,8.799999999999999,2. Bundesliga,2
Portimonense vs Boavista,1X2,Away,2.71,0.4894823121540538,0.36900369003690037,0.12047862211715343,True,17.1,Liga Portugal,1
Hansa Rostock vs Hannover,1X2,Home,2.53,0.5113677586953013,0.3952569169960475,0.11611084169925379,False,-10.0,2. Bundesliga,2
Mechelen vs St. Gilloise,1X2,Away,1.75,0.7113851537307166,0.5714285714285714,0.13995658230214525,False,-10.0,Jupiler Pro League,1
Carlisle vs Exeter,1X2,Home,2.65,0.4806432540157374,0.37735849056603776,0.10328476344969961,False,-10.0,League One,3
Cambridge vs Bristol Rvs,1X2,Home,2.75,0.5527913248193886,0.36363636363636365,0.189154961183025,True,17.5,League One,3
Blackpool vs Leyton Orient,O/U,Under,2.02,0.5549471473021047,0.49504950495049505,0.05989764235160966,True,10.2,League One,3
Reims vs Clermont,1X2,Away,4.04,0.3773621339172934,0.24752475247524752,0.12983738144204587,False,-10.0,Ligue 1,1
Sudtirol vs Spezia,1X2,Home,3.45,0.41682474969572897,0.2898550724637681,0.12696967723196084,False,-10.0,Serie B,2
OFI Crete vs Aris,1X2,Home,2.39,0.5390443159923295,0.41841004184100417,0.12063427415132533,True,13.900000000000002,Super League,1
Albacete vs Amorebieta,O/U,Over,2.51,0.509071270790032,0.39840637450199207,0.11066489628803994,True,15.099999999999998,Segunda Division,2
Holstein Kiel vs Magdeburg,O/U,Under,2.46,0.49059205922306637,0.4065040650406504,0.08408799418241597,False,-10.0,2. Bundesliga,2
Braunschweig vs Schalke 04,1X2,Home,3.48,0.41432545700645784,0.28735632183908044,0.1269691351673774,True,24.8,2. Bundesliga,2
Sp Gijon vs Mirandes,1X2,Away,4.48,0.3237534217029512,0.2232142857142857,0.10053913598866548,False,-10.0,Segunda Division,2
Kortrijk vs Eupen,O/U,Under,2.26,0.5380310682326894,0.4424778761061947,0.09555319212649471,False,-10.0,Jupiler Pro League,1
Twente vs Zwolle,O/U,Over,1.54,0.7596237952216829,0.6493506493506493,0.11027314587103354,True,5.4,Eredivisie,1
Utrecht vs Heerenveen,1X2,Away,4.22,0.3675790152663738,0.23696682464454977,0.13061219062182405,True,32.199999999999996,Eredivisie,1
Alaves vs Sevilla,1X2,Home,3.32,0.439841455739314,0.30120481927710846,0.13863663646220553,True,23.2,La Liga,1
Huesca vs Tenerife,1X2,Away,2.73,0.45585856908551553,0.3663003663003663,0.08955820278514925,True,17.3,Segunda Division,2
Chelsea vs Luton,O/U,Under,2.27,0.5342152788292408,0.44052863436123346,0.09368664446800734,False,-10.0,Premier League,1
Sampdoria vs Pisa,1X2,Away,4.2,0.35927796031300097,0.23809523809523808,0.12118272221776288,True,32.0,Serie B,2
Hertha vs Greuther Furth,1X2,Away,2.69,0.4526851797230099,0.3717472118959108,0.08093796782709911,False,-10.0,2. Bundesliga,2
Elversberg vs Fortuna Dusseldorf,1X2,Home,2.73,0.4547681201695404,0.3663003663003663,0.0884677538691741,False,-10.0,2. Bundesliga,2
Stevenage vs Portsmouth,1X2,Home,2.62,0.482556847855059,0.38167938931297707,0.10087745854208191,False,-10.0,League One,3
Oxford vs Charlton,1X2,Home,1.88,0.576889834274195,0.5319148936170213,0.04497494065717378,True,8.799999999999999,League One,3
Heidenheim vs Hoffenheim,1X2,Home,2.98,0.6431472643301349,0.33557046979865773,0.3075767945314772,False,-10.0,Bundesliga,1
M'gladbach vs Leverkusen,O/U,Under,2.63,0.4992736233269769,0.3802281368821293,0.11904548644484758,False,-10.0,Bundesliga,1
Cremonese vs Bari,1X2,Away,3.75,0.3604882619224703,0.26666666666666666,0.09382159525580364,True,27.5,Serie B,2
FC Koln vs Wolfsburg,1X2,Home,2.36,0.5626175670222493,0.42372881355932207,0.13888875346292723,False,-10.0,Bundesliga,1
Notts County vs Tranmere,O/U,Under,2.21,0.5279358218838404,0.45248868778280543,0.07544713410103493,False,-10.0,League Two,4
Motherwell vs Kilmarnock,1X2,Home,2.42,0.5893639766574745,0.4132231404958678,0.17614083616160675,True,14.2,Premiership,1
Auxerre vs Grenoble,1X2,Away,4.18,0.32410512869076097,0.23923444976076558,0.08487067892999539,False,-10.0,Ligue 2,2
Bastia vs Troyes,1X2,Home,2.01,0.6146377777843216,0.49751243781094534,0.11712533997337626,True,10.099999999999998,Ligue 2,2
Newport County vs Sutton,O/U,Over,2.03,0.5399679346084252,0.4926108374384237,0.04735709717000147,True,10.299999999999997,League Two,4
Newport County vs Sutton,1X2,Home,1.99,0.629841330591012,0.5025125628140703,0.1273287677769417,True,9.9,League Two,4
Caen vs Ajaccio,O/U,Over,2.4,0.5060178711478117,0.4166666666666667,0.08935120448114503,True,14.0,Ligue 2,2
Caen vs Ajaccio,1X2,Home,1.81,0.6383729165315224,0.5524861878453039,0.0858867286862185,True,8.100000000000001,Ligue 2,2
Birmingham vs Plymouth,1X2,Away,4.28,0.3937113465010658,0.2336448598130841,0.1600664866879817,False,-10.0,Championship,2
Huddersfield vs Norwich,1X2,Home,3.34,0.39751386774532965,0.29940119760479045,0.0981126701405392,False,-10.0,Championship,2
Ipswich vs Leeds,O/U,Over,2.11,0.6151112245863208,0.47393364928909953,0.1411775752972213,True,11.099999999999998,Championship,2
Ipswich vs Leeds,1X2,Home,2.34,0.7376103867541173,0.4273504273504274,0.3102599594036899,False,-10.0,Championship,2
Westerlo vs Mechelen,O/U,Under,2.35,0.5107891356235144,0.425531914893617,0.08525722072989733,False,-10.0,Jupiler Pro League,1
Barrow vs Wrexham,1X2,Home,3.15,0.393827234597105,0.31746031746031744,0.07636691713678756,False,-10.0,League Two,4
Granada vs Mallorca,O/U,Over,2.7,0.45181835143508897,0.37037037037037035,0.08144798106471862,True,17.0,La Liga,1
Granada vs Mallorca,1X2,Home,2.65,0.5621086520189853,0.37735849056603776,0.18475016145294754,True,16.5,La Liga,1
Burnley vs Aston Villa,1X2,Home,3.36,0.48524686031423575,0.2976190476190476,0.18762781269518813,False,-10.0,Premier League,1
Montpellier vs Reims,1X2,Home,2.38,0.6184533029521954,0.42016806722689076,0.1982852357253046,False,-10.0,Ligue 1,1
Mirandes vs Espanol,O/U,Over,2.28,0.5012307596569644,0.4385964912280702,0.06263426842889419,False,-10.0,Segunda Division,2
Mirandes vs Espanol,1X2,Home,3.39,0.4177486846674091,0.2949852507374631,0.12276343392994599,False,-10.0,Segunda Division,2
Leganes vs Albacete,O/U,Over,2.57,0.4577484325042113,0.38910505836575876,0.06864337413845256,False,-10.0,Segunda Division,2
Boavista vs Casa Pia,1X2,Home,2.25,0.5772044509225049,0.4444444444444444,0.13276000647806052,False,-10.0,Liga Portugal,1
Karagumruk vs Ankaragucu,O/U,Under,2.25,0.5304852350938999,0.4444444444444444,0.08604079064945547,True,12.5,Super Lig,1
Sheffield United vs Man City,O/U,Under,2.41,0.5286262448971366,0.41493775933609955,0.11368848556103706,False,-10.0,Premier League,1
Lamia vs Aris,1X2,Home,3.39,0.5260192294297905,0.2949852507374631,0.2310339786923274,True,23.900000000000002,Super League,1
Annecy vs St Etienne,1X2,Home,3.42,0.39065652621712843,0.29239766081871343,0.098258865398415,False,-10.0,Ligue 2,2
Santander vs Huesca,O/U,Over,2.55,0.46914030046944866,0.3921568627450981,0.07698343772435057,False,-10.0,Segunda Division,2
Ternana vs Cremonese,1X2,Home,3.21,0.47953794899663243,0.3115264797507788,0.16801146924585364,False,-10.0,Serie B,2
Sampdoria vs Venezia,O/U,Over,2.0,0.5698919708005659,0.5,0.06989197080056586,True,10.0,Serie B,2
Sampdoria vs Venezia,1X2,Away,3.27,0.5945083007203864,0.3058103975535168,0.2886979031668696,True,22.7,Serie B,2
Albacete vs Valladolid,O/U,Over,2.27,0.538610791894643,0.44052863436123346,0.09808215753340954,False,-10.0,Segunda Division,2
Albacete vs Valladolid,1X2,Home,2.08,0.6192564326947495,0.4807692307692307,0.13848720192551878,True,10.8,Segunda Division,2
Laval vs Caen,1X2,Home,3.36,0.3982326219024266,0.2976190476190476,0.10061357428337897,True,23.599999999999998,Ligue 2,2
Carlisle vs Shrewsbury,1X2,Home,2.33,0.4985027026094153,0.4291845493562232,0.06931815325319213,True,13.3,League One,3
Amiens vs Guingamp,1X2,Away,3.11,0.41558463672107315,0.3215434083601286,0.09404122836094453,False,-10.0,Ligue 2,2
Napoli vs Lazio,1X2,Home,1.63,0.7251697725600984,0.6134969325153374,0.11167284004476097,False,-10.0,Serie A,1
Wehen vs Schalke 04,1X2,Home,3.16,0.482797781324641,0.3164556962025316,0.1663420851221094,False,-10.0,2. Bundesliga,2
Magdeburg vs Hertha,1X2,Home,2.27,0.525696787664419,0.44052863436123346,0.0851681533031855,True,12.7,2. Bundesliga,2
Ajaccio vs Dunkerque,1X2,Away,4.35,0.3282005561677217,0.2298850574712644,0.09831549869645731,False,-10.0,Ligue 2,2
Holstein Kiel vs Paderborn,O/U,Under,2.63,0.4573348337718077,0.3802281368821293,0.07710669688967842,False,-10.0,2. Bundesliga,2
Hoffenheim vs Wolfsburg,O/U,Under,2.51,0.4985192760714767,0.39840637450199207,0.10011290156948466,False,-10.0,Bundesliga,1
Notts County vs Accrington,O/U,Under,2.36,0.5288859808385632,0.42372881355932207,0.10515716727924113,False,-10.0,League Two,4
Newport County vs AFC Wimbledon,1X2,Home,2.48,0.4977672681155453,0.40322580645161293,0.09454146166393235,False,-10.0,League Two,4
Mansfield vs Bradford,1X2,Home,1.84,0.6157212638827665,0.5434782608695652,0.0722430030132013,False,-10.0,League Two,4
Doncaster vs Swindon,1X2,Away,2.42,0.4722596990507061,0.4132231404958678,0.0590365585548383,False,-10.0,League Two,4
Walsall vs Colchester,1X2,Away,3.33,0.3752564284488892,0.3003003003003003,0.07495612814858887,False,-10.0,League Two,4
Troyes vs Quevilly Rouen,1X2,Away,3.13,0.4018993508597435,0.3194888178913738,0.0824105329683697,False,-10.0,Ligue 2,2
Levante vs Oviedo,O/U,Over,2.51,0.5105957132104482,0.39840637450199207,0.1121893387084561,False,-10.0,Segunda Division,2
Leyton Orient vs Stevenage,O/U,Under,1.73,0.6716266794513798,0.5780346820809249,0.09359199737045487,False,-10.0,League One,3
Modena vs Pisa,1X2,Home,2.43,0.4970147721662177,0.4115226337448559,0.08549213842136177,True,14.3,Serie B,2
Sunderland vs Southampton,1X2,Home,2.78,0.5626249417459732,0.3597122302158274,0.20291271153014584,True,17.799999999999997,Championship,2
Ipswich vs Cardiff,1X2,Home,1.64,0.700013343827111,0.6097560975609756,0.0902572462661354,True,6.399999999999999,Championship,2
Leicester vs Hull,O/U,Under,2.29,0.4988274574557169,0.4366812227074236,0.06214623474829328,True,12.9,Championship,2
Middlesbrough vs QPR,O/U,Under,2.11,0.535844866260006,0.47393364928909953,0.06191121697090651,True,11.099999999999998,Championship,2
Plymouth vs Blackburn,O/U,Under,2.35,0.50054965790039,0.425531914893617,0.07501774300677294,False,-10.0,Championship,2
Plymouth vs Blackburn,1X2,Home,2.69,0.569392548164694,0.3717472118959108,0.19764533626878317,True,16.9,Championship,2
Swansea vs Bristol City,1X2,Home,2.11,0.5688177476610781,0.47393364928909953,0.09488409837197853,False,-10.0,Championship,2
Northampton vs Wycombe,1X2,Home,2.35,0.5172745556433915,0.425531914893617,0.0917426407497745,False,-10.0,League One,3
Espanol vs Amorebieta,O/U,Over,2.11,0.540544740993619,0.47393364928909953,0.06661109170451951,True,11.099999999999998,Segunda Division,2
Mallorca vs Ath Bilbao,O/U,Over,2.58,0.4965114693863091,0.38759689922480617,0.10891457016150291,False,-10.0,La Liga,1
Crystal Palace vs Wolves,1X2,Home,1.95,0.6358939020870444,0.5128205128205129,0.12307338926653155,True,9.5,Premier League,1
Le Havre vs Lorient,1X2,Home,2.78,0.53854183116008,0.3597122302158274,0.17882960094425265,True,17.799999999999997,Ligue 1,1
Ankaragucu vs Fenerbahce,O/U,Under,2.29,0.5188504407141237,0.4366812227074236,0.08216921800670007,True,12.9,Super Lig,1
Huesca vs Mirandes,1X2,Away,3.74,0.3487119603198631,0.267379679144385,0.08133228117547814,False,-10.0,Segunda Division,2
Besiktas vs Sivasspor,1X2,Home,1.42,0.8170546276208126,0.7042253521126761,0.11282927550813648,True,4.199999999999999,Super Lig,1
Nice vs Strasbourg,1X2,Home,1.95,0.6027952064192779,0.5128205128205129,0.08997469359876498,True,9.5,Ligue 1,1
Rangers vs Celtic,1X2,Home,2.38,0.5423607674707122,0.42016806722689076,0.1221927002438214,False,-10.0,Premiership,1
Hamburg vs Hansa Rostock,O/U,Under,2.69,0.4554109927638388,0.3717472118959108,0.08366378086792797,True,16.9,2. Bundesliga,2
Cambridge vs Reading,1X2,Home,2.3,0.5061879251457189,0.4347826086956522,0.07140531645006665,True,12.999999999999998,League One,3
Levante vs Espanol,O/U,Over,2.14,0.5289304938868782,0.4672897196261682,0.06164077426070996,True,11.400000000000002,Segunda Division,2
Levante vs Espanol,1X2,Home,2.56,0.500608322877551,0.390625,0.10998332287755097,False,-10.0,Segunda Division,2
Burgos vs Eibar,O/U,Over,2.64,0.4505216875142112,0.3787878787878788,0.0717338087263324,False,-10.0,Segunda Division,2
Swindon vs Sutton,1X2,Home,1.81,0.5834177979709718,0.5524861878453039,0.03093161012566792,True,8.100000000000001,League Two,4
Milton Keynes Dons vs Notts County,O/U,Under,2.29,0.4864626532374837,0.4366812227074236,0.04978143053006012,True,12.9,League Two,4
Milton Keynes Dons vs Notts County,1X2,Home,2.8,0.4372476334746,0.35714285714285715,0.08010477633174284,False,-10.0,League Two,4
Forest Green vs Crewe,1X2,Away,3.31,0.39713405228426846,0.3021148036253776,0.09501924865889083,True,23.1,League Two,4
Bayern Munich vs Leverkusen,1X2,Home,1.62,0.7037342970457259,0.6172839506172839,0.08645034642844196,False,-10.0,Bundesliga,1
Venezia vs Spezia,1X2,Home,2.14,0.5915403931101284,0.4672897196261682,0.12425067348396018,True,11.400000000000002,Serie B,2
Vallecano vs Alaves,O/U,Over,2.66,0.47441414599697185,0.37593984962406013,0.09847429637291172,False,-10.0,La Liga,1
Salford vs Notts County,O/U,Under,2.28,0.5349195475292078,0.4385964912280702,0.09632305630113758,True,12.799999999999997,League Two,4
Salford vs Notts County,1X2,Home,2.93,0.42038401794051683,0.341296928327645,0.07908708961287181,False,-10.0,League Two,4
Club Brugge vs Charleroi,1X2,Home,1.4,0.8235268930303696,0.7142857142857143,0.10924117874465533,True,3.999999999999999,Jupiler Pro League,1
Rodez vs Angers,1X2,Home,2.83,0.47707118404808213,0.35335689045936397,0.12371429358871816,True,18.3,Ligue 2,2
Rennes vs Lille,1X2,Home,2.13,0.598675492545436,0.4694835680751174,0.12919192447031858,False,-10.0,Ligue 1,1
Schalke 04 vs Magdeburg,O/U,Under,2.64,0.45052019146499567,0.3787878787878788,0.07173231267711688,False,-10.0,2. Bundesliga,2
Ascoli vs Palermo,1X2,Home,3.32,0.4219681719899657,0.30120481927710846,0.12076335271285726,False,-10.0,Serie B,2
Port Vale vs Northampton,1X2,Away,3.79,0.3531819404377644,0.2638522427440633,0.08932969769370108,False,-10.0,League One,3
Annecy vs Troyes,1X2,Home,2.36,0.5921935910930043,0.42372881355932207,0.16846477753368222,False,-10.0,Ligue 2,2
Swindon vs Walsall,1X2,Home,1.94,0.5459750316369114,0.5154639175257733,0.03051111411113816,True,9.399999999999999,League Two,4
Shrewsbury vs Bristol Rvs,1X2,Home,2.89,0.41449405762292135,0.3460207612456747,0.06847329637724664,False,-10.0,League One,3
Motherwell vs St Mirren,1X2,Home,2.3,0.6740838824904654,0.4347826086956522,0.23930127379481314,False,-10.0,Premiership,1
Hearts vs Aberdeen,1X2,Home,2.1,0.6165751639480782,0.47619047619047616,0.14038468775760204,True,11.0,Premiership,1
FC Koln vs Hoffenheim,1X2,Home,2.22,0.5814665644437922,0.4504504504504504,0.1310161139933418,False,-10.0,Bundesliga,1
