sport,division_label,date_norm,forecast_type,forecast_status,odds,game_status,confidence
football,Premier League,20260517,Over-Under,Won,1.53,Match Finished,2
football,Premier League,20260517,Over-Under,Won,2.0,Match Finished,1
football,Ligue 1,20260517,Moneyline,Lost,1.83,Match Finished,2
football,Ligue 1,20260517,Moneyline,Lost,1.4,Match Finished,3
football,Ligue 1,20260517,Over-Under,Won,1.36,Match Finished,3
football,Ligue 1,20260517,Draw No Bet,Lost,1.3,Match Finished,3
football,Ligue 1,20260517,BTTS,Won,1.5,Match Finished,2
football,Ligue 1,20260517,Moneyline,Lost,1.33,Match Finished,3
football,Ligue 1,20260517,Over-Under,Won,1.44,Match Finished,3
football,Ligue 1,20260517,BTTS,Won,1.44,Match Finished,2
football,Serie A,20260517,BTTS,Lost,1.67,Match Finished,2
football,Serie A,20260517,Draw No Bet,Won,1.58,Match Finished,1
football,Serie A,20260517,Moneyline,Won,1.33,Match Finished,2
football,Serie A,20260517,Draw No Bet,Won,1.3,Match Finished,2
football,Serie A,20260517,Moneyline,Lost,1.22,Match Finished,3
football,Serie A,20260517,Draw No Bet,Lost,1.12,Match Finished,3
football,Serie A,20260517,Moneyline,Won,1.36,Match Finished,3
football,Serie A,20260517,BTTS,Won,1.8,Match Finished,2
football,Serie A,20260517,Over-Under,Won,2.1,Match Finished,2
football,Serie A,20260517,Moneyline,Lost,2.38,Match Finished,1
football,La Liga,20260517,BTTS,Won,1.8,Match Finished,2
football,La Liga,20260517,Over-Under,Lost,1.73,Match Finished,2
football,La Liga,20260517,Moneyline,Won,1.33,Match Finished,2
football,La Liga,20260517,Over-Under,Won,1.44,Match Finished,2
football,La Liga,20260517,Moneyline,Won,2.1,Match Finished,1
football,La Liga,20260517,BTTS,Won,2.0,Match Finished,2
football,La Liga,20260517,Over-Under,Lost,1.73,Match Finished,1
football,La Liga,20260517,Over-Under,Lost,2.0,Match Finished,1
football,La Liga,20260517,Moneyline,Won,1.85,Match Finished,2
football,La Liga,20260517,Draw No Bet,Won,1.58,Match Finished,3
football,Eredivisie,20260517,Moneyline,Lost,1.38,Match Finished,3
football,Eredivisie,20260517,BTTS,Won,1.44,Match Finished,3
football,Eredivisie,20260517,Moneyline,Lost,2.1,Match Finished,2
football,Eredivisie,20260517,Moneyline,Won,1.56,Match Finished,2
football,Eredivisie,20260517,Over-Under,Won,1.33,Match Finished,2
football,Eredivisie,20260517,Draw No Bet,Won,1.65,Match Finished,2
football,Eredivisie,20260517,Draw No Bet,Lost,1.48,Match Finished,3
football,Eredivisie,20260517,BTTS,Lost,1.53,Match Finished,2
football,Eredivisie,20260517,Over-Under,Lost,1.91,Match Finished,1
football,Brasileirão Série A,20260517,Draw No Bet,Push,1.55,Match Finished,2
football,Brasileirão Série A,20260517,Over-Under,Lost,1.85,Match Finished,2
football,Brasileirão Série A,20260517,BTTS,Won,1.91,Match Finished,1
football,Brasileirão Série A,20260517,Moneyline,Won,1.7,Match Finished,2
football,Brasileirão Série A,20260517,Draw No Bet,Lost,1.68,Match Finished,1
football,Brasileirão Série A,20260517,Moneyline,Lost,1.75,Match Finished,3
football,Allsvenskan,20260517,Over-Under,Lost,1.85,Match Finished,2
football,Allsvenskan,20260517,Moneyline,Won,1.6,Match Finished,2
football,Allsvenskan,20260517,BTTS,Lost,1.57,Match Finished,3
football,Allsvenskan,20260517,Draw No Bet,Push,1.58,Match Finished,1
football,Premier League,20260518,Over-Under,Lost,1.33,Match Finished,3
football,Allsvenskan,20260518,BTTS,Won,1.53,Match Finished,3
football,Premier League,20260519,BTTS,Won,1.5,Match Finished,2
football,Premier League,20260519,Draw No Bet,Won,1.4,Match Finished,2
football,UEFA Europa League,20260520,Over-Under,Won,2.1,Match Finished,3
football,Allsvenskan,20260520,BTTS,Lost,1.7,Match Finished,2
football,Eliteserien,20260520,Over-Under,Won,1.8,Match Finished,1
football,Eliteserien,20260520,Moneyline,Won,1.22,Match Finished,3
football,Eliteserien,20260520,Moneyline,Lost,1.85,Match Finished,1
football,Eredivisie,20260521,BTTS,Lost,1.57,Match Finished,3
football,Eredivisie,20260521,Moneyline,Won,1.91,Match Finished,1
football,Allsvenskan,20260521,Over-Under,Won,1.33,Match Finished,2
football,Serie A,20260522,BTTS,Won,1.53,Match Finished,2
football,Allsvenskan,20260522,Moneyline,Lost,1.4,Match Finished,3
football,Serie A,20260523,Draw No Bet,Push,1.62,Match Finished,1
football,Serie A,20260523,Moneyline,Won,1.6,Match Finished,2
football,La Liga,20260523,Draw No Bet,Won,2.02,Match Finished,1
football,La Liga,20260523,BTTS,Won,1.57,Match Finished,2
football,La Liga,20260523,Over-Under,Lost,2.0,Match Finished,2
football,La Liga,20260523,BTTS,Won,1.62,Match Finished,2
football,La Liga,20260523,Over-Under,Won,1.36,Match Finished,3
football,La Liga,20260523,Moneyline,Lost,1.75,Match Finished,2
football,La Liga,20260523,Moneyline,Won,1.44,Match Finished,2
football,La Liga,20260523,Over-Under,Won,1.14,Match Finished,2
football,La Liga,20260523,BTTS,Won,1.44,Match Finished,1
football,Brasileirão Série A,20260523,Moneyline,Won,2.2,Match Finished,2
football,Brasileirão Série A,20260523,Draw No Bet,Won,1.88,Match Finished,1
football,Brasileirão Série A,20260523,BTTS,Won,1.75,Match Finished,3
football,Brasileirão Série A,20260523,Over-Under,Won,1.67,Match Finished,1
football,Allsvenskan,20260523,BTTS,Won,2.05,Match Finished,1
football,Allsvenskan,20260523,Over-Under,Lost,1.67,Match Finished,2
football,Premier League,20260524,BTTS,Lost,1.44,Match Finished,2
football,Premier League,20260524,Over-Under,Won,1.22,Match Finished,2
football,Premier League,20260524,BTTS,Won,1.66,Match Finished,2
football,Premier League,20260524,BTTS,Lost,1.53,Match Finished,2
football,Premier League,20260524,Moneyline,Lost,1.85,Match Finished,1
football,Premier League,20260524,Over-Under,Won,1.3,Match Finished,3
football,Premier League,20260524,Over-Under,Lost,1.57,Match Finished,2
football,Premier League,20260524,Moneyline,Lost,2.0,Match Finished,2
football,Premier League,20260524,Moneyline,Won,1.85,Match Finished,2
football,Premier League,20260524,Draw No Bet,Won,1.35,Match Finished,3
football,Serie A,20260524,Over-Under,Won,1.72,Match Finished,2
football,Serie A,20260524,BTTS,Won,1.67,Match Finished,1
football,Serie A,20260524,Moneyline,Lost,1.3,Match Finished,2
football,Serie A,20260524,Moneyline,Won,1.5,Match Finished,3
football,Serie A,20260524,BTTS,Lost,1.67,Match Finished,1
football,Serie A,20260524,Moneyline,Won,1.28,Match Finished,3
football,La Liga,20260524,Draw No Bet,Lost,1.98,Match Finished,1
football,Eredivisie,20260524,Over-Under,Lost,1.6,Match Finished,2
football,Brasileirão Série A,20260524,Over-Under,Won,1.53,Match Finished,2
football,Brasileirão Série A,20260524,Moneyline,Won,1.33,Match Finished,3
football,Brasileirão Série A,20260524,BTTS,Won,1.8,Match Finished,1
football,Brasileirão Série A,20260524,Moneyline,Lost,2.0,Match Finished,2
football,Allsvenskan,20260524,Moneyline,Lost,1.42,Match Finished,2
football,Allsvenskan,20260524,BTTS,Won,1.75,Match Finished,3
football,Allsvenskan,20260524,Over-Under,Won,1.67,Match Finished,2
football,Eliteserien,20260524,Moneyline,Won,1.3,Match Finished,2
football,Eliteserien,20260524,Draw No Bet,Won,1.23,Match Finished,3
football,Brasileirão Série A,20260525,BTTS,Won,1.75,Match Finished,2
football,Allsvenskan,20260525,Over-Under,Lost,1.8,Match Finished,2
football,Allsvenskan,20260525,Draw No Bet,Push,1.85,Match Finished,3
football,Eliteserien,20260525,Over-Under,Lost,1.7,Match Finished,2
football,Eliteserien,20260525,Draw No Bet,Lost,2.15,Match Finished,1
football,Eliteserien,20260525,Moneyline,Lost,1.9,Match Finished,2
football,Eliteserien,20260525,BTTS,Won,1.44,Match Finished,1
football,Eliteserien,20260525,Over-Under,Lost,1.57,Match Finished,2
football,Ligue 1,20260526,Draw No Bet,Push,1.6,Match Finished,2
football,UEFA Europa Conference League,20260527,BTTS,Lost,1.9,Match Finished,2
football,Ligue 1,20260529,Over-Under,Lost,1.62,Match Finished,3
football,Allsvenskan,20260529,Moneyline,Lost,1.91,Match Finished,1
football,Eliteserien,20260529,Over-Under,Won,1.65,Match Finished,2
football,Eliteserien,20260529,BTTS,Won,1.5,Match Finished,3
football,Eliteserien,20260529,BTTS,Won,1.67,Match Finished,2
football,Eliteserien,20260529,Draw No Bet,Push,1.7,Match Finished,1
football,Eliteserien,20260529,Moneyline,Lost,1.57,Match Finished,2
football,UEFA Champions League,20260530,Draw No Bet,Push,1.62,Match Finished,2
football,Brasileirão Série A,20260530,Moneyline,Won,1.8,Match Finished,3
football,Brasileirão Série A,20260530,Over-Under,Won,1.7,Match Finished,2
football,Brasileirão Série A,20260530,Moneyline,Won,1.42,Match Finished,1
football,Brasileirão Série A,20260530,Over-Under,Lost,1.57,Match Finished,3
football,Brasileirão Série A,20260530,Draw No Bet,Won,1.3,Match Finished,2
football,Allsvenskan,20260530,Draw No Bet,Won,1.58,Match Finished,2
football,Allsvenskan,20260530,BTTS,Lost,1.75,Match Finished,1
football,Allsvenskan,20260530,BTTS,Won,1.91,Match Finished,2
football,Eliteserien,20260530,Moneyline,Won,1.6,Match Finished,2
football,Brasileirão Série A,20260531,Over-Under,Lost,1.28,Match Finished,1
football,Brasileirão Série A,20260531,Moneyline,Lost,2.0,Match Finished,2
football,Brasileirão Série A,20260531,Moneyline,Won,1.27,Match Finished,3
football,Brasileirão Série A,20260531,Draw No Bet,Lost,1.85,Match Finished,1
football,Brasileirão Série A,20260531,BTTS,Lost,1.91,Match Finished,2
football,Allsvenskan,20260531,Over-Under,Won,2.0,Match Finished,1
football,Allsvenskan,20260531,Draw No Bet,Won,2.08,Match Finished,3
football,Allsvenskan,20260531,BTTS,Won,1.7,Match Finished,2
football,Friendlies,20260601,Draw No Bet,Won,1.19,Match Finished,3
football,Friendlies,20260601,BTTS,Won,1.73,Match Finished,3
football,Friendlies,20260601,Moneyline,Won,1.12,Match Finished,2
football,Friendlies,20260601,Over-Under,Won,1.61,Match Finished,1
football,Friendlies,20260601,Moneyline,Won,1.2,Match Finished,3
football,Friendlies,20260601,BTTS,Won,1.62,Match Finished,2
football,Friendlies,20260602,BTTS,Lost,1.67,Match Finished,2
football,Friendlies,20260602,Over-Under,Won,1.75,Match Finished,2
football,Friendlies,20260602,Draw No Bet,Push,1.5,Match Finished,1
football,Friendlies,20260602,Over-Under,Won,1.5,Match Finished,3
football,Friendlies,20260603,BTTS,Lost,1.91,Match Finished,2
football,Friendlies,20260603,Draw No Bet,Push,2.5,Match Finished,2
football,Friendlies,20260603,Moneyline,Won,1.5,Match Finished,2
football,Friendlies,20260603,Moneyline,Lost,1.55,Match Finished,2
football,Friendlies,20260603,Over-Under,Won,1.28,Match Finished,1
football,Friendlies,20260604,Over-Under,Won,1.53,Match Finished,3
football,Friendlies,20260604,Moneyline,Lost,1.36,Match Finished,3
football,Friendlies,20260604,BTTS,Won,1.73,Match Finished,1
football,Friendlies,20260604,Over-Under,Won,1.44,Match Finished,3
football,Friendlies,20260604,Draw No Bet,Won,1.52,Match Finished,2
football,Friendlies,20260604,Moneyline,Won,1.14,Match Finished,2
football,Friendlies,20260604,BTTS,Lost,1.33,Match Finished,2
football,Friendlies,20260605,Draw No Bet,Won,1.2,Match Finished,3
football,Friendlies,20260605,Over-Under,Won,1.73,Match Finished,3
football,Friendlies,20260605,BTTS,Lost,1.57,Match Finished,3
football,Friendlies,20260605,Moneyline,Lost,2.0,Match Finished,2
football,Friendlies,20260605,Moneyline,Lost,1.62,Match Finished,2
football,Friendlies,20260605,Over-Under,Lost,1.65,Match Finished,1
football,Friendlies,20260605,BTTS,Won,1.96,Match Finished,1
football,Friendlies,20260605,Draw No Bet,Won,1.58,Match Finished,2
football,Friendlies,20260605,BTTS,Won,1.64,Match Finished,1
football,Friendlies,20260605,BTTS,Won,1.44,Match Finished,3
football,Friendlies,20260605,Moneyline,Lost,1.7,Match Finished,2
football,Friendlies,20260605,Moneyline,Won,1.53,Match Finished,3
football,Friendlies,20260605,Moneyline,Lost,1.67,Match Finished,1
football,Friendlies,20260605,Draw No Bet,Push,1.22,Match Finished,3
football,Friendlies,20260605,Draw No Bet,Won,1.22,Match Finished,3
football,Friendlies,20260605,Draw No Bet,Push,1.5,Match Finished,2
football,Friendlies,20260605,Moneyline,Lost,2.25,Match Finished,1
football,Friendlies,20260606,Moneyline,Won,1.6,Match Finished,2
football,Friendlies,20260606,Draw No Bet,Won,1.12,Match Finished,3
football,Friendlies,20260606,Over-Under,Lost,1.53,Match Finished,2
football,Friendlies,20260606,Moneyline,Won,1.18,Match Finished,3
football,Friendlies,20260606,Over-Under,Won,1.65,Match Finished,1
football,Friendlies,20260606,Draw No Bet,Push,2.38,Match Finished,1
football,Friendlies,20260606,Moneyline,Won,1.42,Match Finished,3
football,Friendlies,20260606,BTTS,Won,1.91,Match Finished,2
football,Friendlies,20260606,Over-Under,Won,1.73,Match Finished,3
football,Friendlies,20260606,BTTS,Won,1.62,Match Finished,2
football,Friendlies,20260606,Moneyline,Won,1.56,Match Finished,3
football,Friendlies,20260606,BTTS,Won,1.9,Match Finished,1
football,Friendlies,20260606,Draw No Bet,Push,1.25,Match Finished,2
football,Friendlies,20260606,Draw No Bet,Won,1.53,Match Finished,2
football,Friendlies,20260607,Moneyline,Won,1.33,Match Finished,2
football,Friendlies,20260607,BTTS,Lost,2.25,Match Finished,2
football,Friendlies,20260607,Over-Under,Lost,1.95,Match Finished,1
football,Friendlies,20260607,BTTS,Won,1.67,Match Finished,2
football,Friendlies,20260607,Moneyline,Won,1.17,Match Finished,3
football,Friendlies,20260607,Over-Under,Lost,1.7,Match Finished,2
football,Friendlies,20260607,Moneyline,Won,1.25,Match Finished,3
football,Friendlies,20260607,Moneyline,Won,1.17,Match Finished,3
football,Friendlies,20260607,Draw No Bet,Lost,1.55,Match Finished,1
football,Friendlies,20260607,Draw No Bet,Won,1.28,Match Finished,1
football,Friendlies,20260608,Over-Under,Won,1.4,Match Finished,2
football,Friendlies,20260608,Moneyline,Won,1.27,Match Finished,3
football,Friendlies,20260608,BTTS,Won,1.67,Match Finished,1
football,Friendlies,20260608,BTTS,Lost,1.5,Match Finished,2
football,Friendlies,20260609,Moneyline,Won,1.25,Match Finished,3
football,Friendlies,20260609,BTTS,Won,1.91,Match Finished,1
football,Friendlies,20260609,Over-Under,Lost,1.6,Match Finished,2
football,Friendlies,20260609,Moneyline,Lost,1.53,Match Finished,3
football,Friendlies,20260609,Over-Under,Won,1.57,Match Finished,2
football,Friendlies,20260609,Over-Under,Won,1.8,Match Finished,2
football,Friendlies,20260609,Draw No Bet,Push,2.75,Match Finished,2
football,Friendlies,20260609,BTTS,Lost,1.72,Match Finished,2
football,Friendlies,20260609,Moneyline,Won,1.35,Match Finished,3
football,Friendlies,20260609,Moneyline,Lost,1.65,Match Finished,3
football,Friendlies,20260609,Draw No Bet,Lost,2.2,Match Finished,1
football,Friendlies,20260609,Moneyline,Won,1.18,Match Finished,3
football,Friendlies,20260610,BTTS,Won,1.44,Match Finished,2
football,Friendlies,20260610,Over-Under,Won,1.53,Match Finished,3
football,World Cup,20260611,Moneyline,Won,1.4,Match Finished,3
football,World Cup,20260611,Over-Under,Lost,1.66,Match Finished,2
football,World Cup,20260612,Over-Under,Won,1.67,Match Finished,2
football,World Cup,20260612,Draw No Bet,Won,1.44,Match Finished,2
football,World Cup,20260613,Moneyline,Lost,1.2,Match Finished,3
football,World Cup,20260613,BTTS,Won,1.9,Match Finished,1
football,World Cup,20260613,Over-Under,Won,1.3,Match Finished,2
football,World Cup,20260613,Moneyline,Lost,1.65,Match Finished,2
football,World Cup,20260614,Draw No Bet,Lost,1.61,Match Finished,2
football,World Cup,20260614,BTTS,Won,1.75,Match Finished,1
football,World Cup,20260614,Over-Under,Won,1.5,Match Finished,3
football,World Cup,20260614,Moneyline,Won,1.91,Match Finished,2
football,World Cup,20260615,BTTS,Won,1.95,Match Finished,2
football,World Cup,20260615,BTTS,Lost,1.62,Match Finished,1
football,World Cup,20260615,Over-Under,Lost,1.36,Match Finished,3
football,World Cup,20260615,Draw No Bet,Push,1.35,Match Finished,2
football,World Cup,20260616,Over-Under,Won,1.9,Match Finished,2
football,World Cup,20260616,BTTS,Lost,1.53,Match Finished,1
football,World Cup,20260616,Moneyline,Won,1.4,Match Finished,3
football,World Cup,20260616,Moneyline,Won,1.35,Match Finished,3
football,World Cup,20260617,Draw No Bet,Won,1.27,Match Finished,3
football,World Cup,20260617,BTTS,Lost,2.0,Match Finished,2
football,World Cup,20260617,Moneyline,Lost,1.3,Match Finished,3
football,World Cup,20260617,Over-Under,Won,1.91,Match Finished,1
football,World Cup,20260618,Over-Under,Lost,1.44,Match Finished,1
football,World Cup,20260618,Moneyline,Lost,1.83,Match Finished,3
football,World Cup,20260618,Draw No Bet,Won,1.2,Match Finished,3
football,World Cup,20260618,BTTS,Lost,2.0,Match Finished,2
football,World Cup,20260619,Over-Under,Won,1.3,Match Finished,3
football,World Cup,20260619,Draw No Bet,Won,1.26,Match Finished,2
football,World Cup,20260619,Moneyline,Won,1.57,Match Finished,2
football,World Cup,20260619,BTTS,Lost,1.95,Match Finished,1
football,World Cup,20260620,BTTS,Won,1.7,Match Finished,2
football,World Cup,20260620,Over-Under,Won,1.73,Match Finished,2
football,World Cup,20260620,BTTS,Won,1.33,Match Finished,2
football,World Cup,20260620,Over-Under,Won,1.36,Match Finished,3
football,World Cup,20260621,BTTS,Lost,2.1,Match Finished,1
football,World Cup,20260621,Draw No Bet,Won,1.21,Match Finished,2
football,World Cup,20260621,BTTS,Won,1.4,Match Finished,2
football,World Cup,20260621,Over-Under,Lost,1.67,Match Finished,3
football,World Cup,20260622,Moneyline,Won,1.5,Match Finished,3
football,World Cup,20260622,BTTS,Won,1.95,Match Finished,1
football,World Cup,20260622,Draw No Bet,Won,1.62,Match Finished,2
football,World Cup,20260622,Over-Under,Lost,1.9,Match Finished,2
football,World Cup,20260623,Over-Under,Lost,1.62,Match Finished,2
football,World Cup,20260623,Moneyline,Won,1.5,Match Finished,3
football,World Cup,20260623,BTTS,Won,1.53,Match Finished,2
football,World Cup,20260623,Moneyline,Won,1.53,Match Finished,1
